"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2021-08-19 17:32:18 013057085_342_001_1","UP-VOTE","","122.81","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-19 17:32:18 013057085_342_001_0","STAKE","2.10","122.81","","",""
"2021-08-19 16:00:00 013056663_000_000","FINAL_CHOICE","","120.71","Onboarding PAX Peg Stability Module - August 16, 2021","Yes",""
"2021-08-19 16:00:00 013056663_000_000","FINAL_CHOICE","","120.71","Reduce Vault Liquidation Ratios - August 16, 2021","Yes",""
"2021-08-18 17:53:05 013050663_236_001_1","UP-VOTE","","120.71","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-18 17:53:05 013050663_236_001_0","STAKE","5.00","120.71","","",""
"2021-08-18 17:53:05 013050663_235_001_1","UP-VOTE","","120.71","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-18 17:53:05 013050663_235_001_0","STAKE","5.00","115.71","","",""
"2021-08-16 21:03:06 013038582_168_000_0","CHOOSE","","110.71","Community Greenlight Poll - CGFF-DROP (Cauris Global Fintech Fund DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-16 21:03:06 013038582_168_000_0","CHOOSE","","110.71","Community Greenlight Poll - CNC1-DROP (CapitalNow Cannabis DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-16 21:03:06 013038582_168_000_0","CHOOSE","","110.71","Community Greenlight Poll - NCP01-DROP (Nebula Capital Partners DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-16 21:03:06 013038582_168_000_0","CHOOSE","","110.71","Reduce Vault Liquidation Ratios - August 16, 2021","Yes",""
"2021-08-16 21:03:06 013038582_168_000_0","CHOOSE","","110.71","Onboarding PAX Peg Stability Module - August 16, 2021","Yes",""
"2021-08-16 16:00:00 013037178_000_000","FINAL_CHOICE","","110.71","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-15 18:09:16 013031293_198_001_1","UP-VOTE","","110.71","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-15 18:09:16 013031293_198_001_0","STAKE","5.07","110.71","","",""
"2021-08-14 23:30:24 013026320_086_001_1","UP-VOTE","","105.65","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-14 23:30:24 013026320_086_001_0","STAKE","100.00","105.65","","",""
"2021-08-12 15:28:32 013011163_287_001_1","UP-VOTE","","5.65","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-12 15:28:32 013011163_287_001_0","STAKE","1.00","5.65","","",""
"2021-08-09 16:31:21 012992030_395_000_0","CHOOSE","","4.65","Ratification Poll for Growth Core Unit MKR Budget, GRO-001 (MIP40c3-SP23) - August 9, 2021","Yes",""
"2021-08-09 16:31:21 012992030_395_000_0","CHOOSE","","4.65","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-09 16:31:21 012992030_395_000_0","CHOOSE","","4.65","Ratification Poll for DAI Foundation Core Unit, DAIF-001 - August 9, 2021","Yes",""
"2021-08-09 16:31:21 012992030_395_000_0","CHOOSE","","4.65","Ratification Poll for Declaration of Intent - Onboarding a new collateral type backed by B.Protocol v2 (MIP13c3-SP11) - August 9, 2021","Abstain",""
"2021-08-06 17:42:14 012972824_110_000_0","VOTE","","4.65","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-03 02:11:26 012949618_049_001_0","STAKE","4.25","4.65","","",""
"2021-08-02 22:22:12 012948586_119_001_0","STAKE","0.40","0.40","","",""
