"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","Ratification Poll for Adding MakerLabs Core Unit (SNUNK-001) - October 11, 2021","Yes",""
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","Ratification Poll for Modify Core Unit Budget, MKT-001 (MIP40c3-SP33) - October 11, 2021","Yes",""
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","Ratification Poll for Adding Data Insights Core Unit (DIN-001) - October 11, 2021","Yes",""
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","Ratification Poll for Adding the Deco Fixed Rate Core Unit (DECO-001) - October 11, 2021","No",""
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","Nexo Institutional Vault Onboarding - October 11, 2021","Yes",""
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","Add stETH (Lido Staked ETH) as a new Vault Type - October 11, 2021","Yes",""
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","Increase the GUNIV3DAIUSDC1-A Debt Ceiling - October 11, 2021","Yes",""
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","Add the Aave Direct Deposit DAI Module (D3M) - October 11, 2021","Yes",""
"2021-10-12 10:41:45 013403145_038_000_0","CHOOSE","","33.00","PaperImperium Supplemental Compensation - October 11, 2021","No",""
"2021-10-12 10:41:45 013403145_038_000_0","RETRACT","","33.00","Community Greenlight Poll - CurveLP-stETH-ETH (Curve stETH-ETH LP Token) - October 4, 2021","",""
"2021-10-09 08:22:43 013383445_093_000_2","VOTE","","33.00","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-09 08:22:43 013383445_093_000_1","VOTE","","33.00","Offboarding Vaults, MKR Vesting, and Core Unit Budget Distribution - October 8, 2021","",""
"2021-10-09 08:22:43 013383445_093_000_0","MOVE VOTE","","33.00","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","33.00","Offboard the BAT-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","33.00","Offboard the ZRX-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","33.00","Offboard the UNIV2LINKETH-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","33.00","Offboard the LRC-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 16:00:00 013372748_000_000","FINAL_CHOICE","","33.00","Offboard the UNIV2AAVEETH-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 10:46:31 013371344_159_000_0","CHOOSE","","33.00","Community Greenlight Poll - CurveLP-stETH-ETH (Curve stETH-ETH LP Token) - October 4, 2021","Yes (Greenlight)",""
"2021-10-07 10:46:31 013371344_159_000_0","CHOOSE","","33.00","Offboard the BAT-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 10:46:31 013371344_159_000_0","CHOOSE","","33.00","Offboard the ZRX-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 10:46:31 013371344_159_000_0","CHOOSE","","33.00","Offboard the LRC-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 10:46:31 013371344_159_000_0","CHOOSE","","33.00","Offboard the UNIV2LINKETH-A Vault Type - October 4, 2021","Yes",""
"2021-10-07 10:46:31 013371344_159_000_0","CHOOSE","","33.00","Offboard the UNIV2AAVEETH-A Vault Type - October 4, 2021","Yes",""
"2021-10-02 20:36:19 013342050_302_000_1","VOTE","","33.00","Offboarding USDT Collateral, Core Unit Budget Distributions - October 1, 2021","",""
"2021-10-02 20:36:19 013342050_302_000_0","MOVE VOTE","","33.00","Collateral Onboarding and Offboarding, PSM DC-IAM changes - September 17, 2021","",""
"2021-09-30 16:00:00 013327994_000_000","FINAL_CHOICE","","33.00","Offboard USDT Collateral Types - September 27, 2021","Yes",""
"2021-09-29 00:55:34 013317612_069_000_0","CHOOSE","","33.00","Offboard USDT Collateral Types - September 27, 2021","Yes",""
"2021-09-29 00:55:34 013317612_069_000_0","CHOOSE","","33.00","Community Greenlight Poll - REIF-DROP (Commercial Real Estate Assets DROP) - September 20, 2021","Abstain",""
"2021-09-29 00:55:34 013317612_069_000_0","CHOOSE","","33.00","Community Greenlight Poll - SB-DDC (Solid Block Detox Digital Coins) - September 20, 2021","Abstain",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","33.00","Ratification Poll for Modify Core Unit Budget - Sustainable Ecosystem Scaling (MIP40c3-SP31) - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","33.00","Ratification Poll for GovAlpha Core Unit Budget Q4 2021 to Q1 2022 (MIP40c3-SP29) - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","33.00","Ratification Poll for Risk Core Unit MKR Compensation (MIP40c3-SP25) -  September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","33.00","Ratification Poll for Collateral Engineering Services Core Unit, CES-001 - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","33.00","Ratification Poll for StarkNet Engineering Core Unit, SNE-001 - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","33.00","Ratification Poll for Development & UX Core Unit, DUX-001 - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","33.00","Ratification Poll for Strategic Happiness Core Unit, SH-001 - September 13, 2021","Yes",""
"2021-09-27 16:00:00 013308756_000_000","FINAL_CHOICE","","33.00","Ratification Poll for RWA Foundations (MIP58) - September 13, 2021","Yes",""
"2021-09-23 16:00:00 013282937_000_000","FINAL_CHOICE","","33.00","Adjusting Auction Parameters for ETH-A, ETH-B, ETH-C, and WBTC-A - September 20, 2021","Yes",""
"2021-09-23 16:00:00 013282937_000_000","FINAL_CHOICE","","33.00","Increase the System Surplus Buffer - September 20, 2021","Yes",""
"2021-09-21 05:31:53 013267218_093_000_0","CHOOSE","","33.00","Community Greenlight Poll - REIF-DROP (Commercial Real Estate Assets DROP) - September 20, 2021","Abstain",""
"2021-09-21 05:31:53 013267218_093_000_0","CHOOSE","","33.00","Community Greenlight Poll - SB-DDC (Solid Block Detox Digital Coins) - September 20, 2021","Abstain",""
"2021-09-21 05:31:53 013267218_093_000_0","CHOOSE","","33.00","Increase the System Surplus Buffer - September 20, 2021","Yes",""
"2021-09-21 05:31:53 013267218_093_000_0","CHOOSE","","33.00","Adjusting Auction Parameters for ETH-A, ETH-B, ETH-C, and WBTC-A - September 20, 2021","Yes",""
"2021-09-20 16:00:00 013263577_000_000","FINAL_CHOICE","","33.00","Community Greenlight Poll - RARE (SuperRare) - September 6, 2021","No (Defer)",""
"2021-09-20 16:00:00 013263577_000_000","FINAL_CHOICE","","33.00","Community Greenlight Poll - RAI (Rai Reflex Index) - September 6, 2021","No (Defer)",""
"2021-09-18 05:16:50 013247745_129_000_2","VOTE","","33.00","Collateral Onboarding and Offboarding, PSM DC-IAM changes - September 17, 2021","",""
"2021-09-18 05:16:50 013247745_129_000_1","MOVE VOTE","","33.00","Parameter Changes, September Core Unit Budgets, DssVest Streams - September 3, 2021","",""
"2021-09-18 05:16:50 013247745_129_000_0","MOVE VOTE","","33.00","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-16 16:00:00 013237728_000_000","FINAL_CHOICE","","33.00","Adopt the Debt Ceiling Instant Access Module (DC-IAM) for PSM-PAX-A - September 13, 2021","Yes",""
"2021-09-16 16:00:00 013237728_000_000","FINAL_CHOICE","","33.00","Offboard KNC Legacy Token - September 13, 2021","Yes",""
"2021-09-16 16:00:00 013237728_000_000","FINAL_CHOICE","","33.00","Add GUNIV3DAIUSDC1-A as a new Vault Type - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Ratification Poll for GovAlpha Core Unit Budget Q4 2021 to Q1 2022 (MIP40c3-SP29) - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Offboard KNC Legacy Token - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Ratification Poll for Modify Core Unit Budget - Sustainable Ecosystem Scaling (MIP40c3-SP31) - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Ratification Poll for Collateral Engineering Services Core Unit, CES-001 - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Ratification Poll for Risk Core Unit MKR Compensation (MIP40c3-SP25) -  September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Add GUNIV3DAIUSDC1-A as a new Vault Type - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Adopt the Debt Ceiling Instant Access Module (DC-IAM) for PSM-PAX-A - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Ratification Poll for Development & UX Core Unit, DUX-001 - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Ratification Poll for StarkNet Engineering Core Unit, SNE-001 - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Ratification Poll for RWA Foundations (MIP58) - September 13, 2021","Yes",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Community Greenlight Poll - RAI (Rai Reflex Index) - September 6, 2021","No (Defer)",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Community Greenlight Poll - RARE (SuperRare) - September 6, 2021","No (Defer)",""
"2021-09-14 18:14:42 013225378_075_000_0","CHOOSE","","33.00","Ratification Poll for Strategic Happiness Core Unit, SH-001 - September 13, 2021","Yes",""
"2021-09-03 21:14:17 013155125_238_000_2","VOTE","","33.00","Parameter Changes, September Core Unit Budgets, DssVest Streams - September 3, 2021","",""
"2021-09-03 21:14:17 013155125_238_000_1","VOTE","","33.00","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-03 21:14:17 013155125_238_000_0","MOVE VOTE","","33.00","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-02 16:00:00 013147236_000_000","FINAL_CHOICE","","33.00","Lower the Flash Mint Fee (toll) to 0% - August 30, 2021","Yes",""
"2021-09-02 16:00:00 013147236_000_000","FINAL_CHOICE","","33.00","Add RWA007 (SolarX) as a new RWA Vault Type - August 30, 2021","Yes",""
"2021-08-30 18:04:50 013128397_129_000_0","CHOOSE","","33.00","Lower the Flash Mint Fee (toll) to 0% - August 30, 2021","Yes",""
"2021-08-30 18:04:50 013128397_129_000_0","CHOOSE","","33.00","Add RWA007 (SolarX) as a new RWA Vault Type - August 30, 2021","Yes",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","33.00","Community Greenlight Poll - CNC1-DROP (CapitalNow Cannabis DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","33.00","Community Greenlight Poll - CGFF-DROP (Cauris Global Fintech Fund DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","33.00","Community Greenlight Poll - NCP01-DROP (Nebula Capital Partners DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","33.00","Ratification Poll for Growth Core Unit MKR Budget, GRO-001 (MIP40c3-SP23) - August 9, 2021","Yes",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","33.00","Ratification Poll for Declaration of Intent - Onboarding a new collateral type backed by B.Protocol v2 (MIP13c3-SP11) - August 9, 2021","Yes",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","33.00","Ratification Poll for DAI Foundation Core Unit, DAIF-001 - August 9, 2021","No",""
"2021-08-23 08:14:44 013080419_104_000_1","VOTE","","33.00","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-23 08:14:44 013080419_104_000_0","MOVE VOTE","","33.00","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-22 05:03:14 013073119_041_000_1","VOTE","","33.00","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-22 05:03:14 013073119_041_000_0","MOVE VOTE","","33.00","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-22 04:50:07 013073061_116_000_1","VOTE","","33.00","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-22 04:50:07 013073061_116_000_0","MOVE VOTE","","33.00","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-19 16:00:00 013056663_000_000","FINAL_CHOICE","","33.00","Reduce Vault Liquidation Ratios - August 16, 2021","Yes",""
"2021-08-19 16:00:00 013056663_000_000","FINAL_CHOICE","","33.00","Onboarding PAX Peg Stability Module - August 16, 2021","Yes",""
"2021-08-16 18:55:44 013037980_178_000_0","CHOOSE","","33.00","Community Greenlight Poll - NCP01-DROP (Nebula Capital Partners DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-16 18:55:44 013037980_178_000_0","CHOOSE","","33.00","Community Greenlight Poll - CGFF-DROP (Cauris Global Fintech Fund DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-16 18:55:44 013037980_178_000_0","CHOOSE","","33.00","Community Greenlight Poll - CNC1-DROP (CapitalNow Cannabis DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-16 18:55:44 013037980_178_000_0","CHOOSE","","33.00","Reduce Vault Liquidation Ratios - August 16, 2021","Yes",""
"2021-08-16 18:55:44 013037980_178_000_0","CHOOSE","","33.00","Onboarding PAX Peg Stability Module - August 16, 2021","Yes",""
"2021-08-16 16:00:00 013037178_000_000","FINAL_CHOICE","","33.00","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-09 17:38:57 012992345_131_000_1","CHOOSE","","33.00","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-09 17:38:57 012992345_131_000_0","CHOOSE","","33.00","Ratification Poll for DAI Foundation Core Unit, DAIF-001 - August 9, 2021","No",""
"2021-08-09 17:38:57 012992345_131_000_0","CHOOSE","","33.00","Ratification Poll for Declaration of Intent - Onboarding a new collateral type backed by B.Protocol v2 (MIP13c3-SP11) - August 9, 2021","Yes",""
"2021-08-09 17:38:57 012992345_131_000_0","CHOOSE","","33.00","Ratification Poll for Growth Core Unit MKR Budget, GRO-001 (MIP40c3-SP23) - August 9, 2021","Yes",""
"2021-08-09 17:38:57 012992345_131_000_0","RETRACT","","33.00","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","",""
"2021-08-06 19:05:18 012973190_170_000_1","VOTE","","33.00","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-06 19:05:18 012973190_170_000_0","MOVE VOTE","","33.00","Centrifuge Asset Onboarding - July 23, 2021","",""
"2021-08-05 16:00:00 012965893_000_000","FINAL_CHOICE","","33.00","Increase the UNIV2DAIUSDC-A Maximum Debt Ceiling - August 2, 2021","Increase Maximum Debt Ceiling to 250 million DAI (+200M)Increase Maximum Debt Ceiling to 150 million DAI (+100M)Increase Maximum Debt Ceiling to 100 million DAI (+50M)Keep Maximum Debt Ceiling set to 50 million DAI (+0)",""
"2021-08-05 16:00:00 012965893_000_000","FINAL_CHOICE","","33.00","Parameter Changes Proposal - MakerDAO Open Market Committee - August 2, 2021","Yes",""
"2021-08-03 08:47:22 012951334_250_000_0","CHOOSE","","33.00","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-03 08:47:22 012951334_250_000_0","CHOOSE","","33.00","Parameter Changes Proposal - MakerDAO Open Market Committee - August 2, 2021","Yes",""
"2021-08-03 08:47:22 012951334_250_000_0","CHOOSE","","33.00","Increase the UNIV2DAIUSDC-A Maximum Debt Ceiling - August 2, 2021","Increase Maximum Debt Ceiling to 250 million DAI (+200M)Increase Maximum Debt Ceiling to 150 million DAI (+100M)Increase Maximum Debt Ceiling to 100 million DAI (+50M)Keep Maximum Debt Ceiling set to 50 million DAI (+0)",""
"2021-08-02 16:00:00 012946869_000_000","FINAL_CHOICE","","33.00","Community Greenlight Poll - U-DROP (Untangled Finance DROP) - July 19, 2021","Yes (Greenlight)",""
"2021-08-02 16:00:00 012946869_000_000","FINAL_CHOICE","","33.00","Community Greenlight Poll - G-UNIv3-DAIUSDC (Gelato UniswapV3 DAI-USDC LP Token) - July 19, 2021","Yes (Greenlight)",""
"2021-07-30 06:57:36 012925512_342_000_0","CHOOSE","","33.00","Community Greenlight Poll - G-UNIv3-DAIUSDC (Gelato UniswapV3 DAI-USDC LP Token) - July 19, 2021","Yes (Greenlight)",""
"2021-07-30 06:57:36 012925512_342_000_0","CHOOSE","","33.00","Community Greenlight Poll - U-DROP (Untangled Finance DROP) - July 19, 2021","Yes (Greenlight)",""
"2021-07-30 06:56:49 012925508_096_001_1","UP-VOTE","","33.00","Centrifuge Asset Onboarding - July 23, 2021","",""
"2021-07-30 06:56:49 012925508_096_001_0","STAKE","32.67","33.00","","",""
"2021-07-28 12:34:07 012914466_025_000_0","VOTE","","0.33","Centrifuge Asset Onboarding - July 23, 2021","",""
"2021-07-28 12:29:41 012914450_146_001_0","STAKE","0.33","0.33","","",""
