"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Inclusion Poll for Peg Stability Module (MIP29)- January 11, 2021","Yes",""
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Whitelist Gnosis on Multiple Oracles - January 11, 2021","Yes",""
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Inclusion Poll for Declaration of Intent - Governance Communications Domain (MIP13c3-SP7)- January 11, 2021","Yes",""
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Investigate Implementation of a WBTC-B Vault-type with a lower LR - January 11, 2021","Yes",""
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Inclusion Poll for Onboarding Sébastien Derivaux to the Risk Domain (MIP7c3-SP5)- January 11, 2021","Yes",""
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Inclusion Poll for Onboarding JuanJuan to the Operational Support Domain (MIP28c7-SP2)- January 11, 2021","Yes",""
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Increase the System Surplus Buffer - January 11, 2021","Yes",""
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Inclusion Poll for Declaration of Intent - Maker Protocol Cover with Nexus Mutual (MIP13c3-SP8)- January 11, 2021","Abstain",""
"2021-01-14 16:00:00 011654147_000_000","FINAL_CHOICE","","20,540.00","Inclusion Poll for CropJoin - Farmable cUSDC Adaptor (MIP30)- January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Inclusion Poll for Declaration of Intent - Governance Communications Domain (MIP13c3-SP7)- January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Increase the System Surplus Buffer - January 11, 2021","Yes",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Inclusion Poll for Declaration of Intent - Maker Protocol Cover with Nexus Mutual (MIP13c3-SP8)- January 11, 2021","Abstain",""
"2021-01-12 06:59:58 011638674_115_000_0","CHOOSE","","20,540.00","Investigate Implementation of a WBTC-B Vault-type with a lower LR - January 11, 2021","Yes",""
