"Time","Operation","Transfer(MKR)","Stake(MKR)","Executive/Poll","Options","Deci-sive"
"2021-09-14 04:55:39 013221790_019_000_0","CHOOSE","","102.26","Community Greenlight Poll - RARE (SuperRare) - September 6, 2021","No (Defer)",""
"2021-09-14 04:55:39 013221790_019_000_0","CHOOSE","","102.26","Community Greenlight Poll - RAI (Rai Reflex Index) - September 6, 2021","Abstain",""
"2021-09-14 04:55:39 013221790_019_000_0","CHOOSE","","102.26","Adopt the Debt Ceiling Instant Access Module (DC-IAM) for PSM-PAX-A - September 13, 2021","Yes",""
"2021-09-14 04:55:39 013221790_019_000_0","CHOOSE","","102.26","Offboard KNC Legacy Token - September 13, 2021","Yes",""
"2021-09-14 04:55:39 013221790_019_000_0","CHOOSE","","102.26","Ratification Poll for Risk Core Unit MKR Compensation (MIP40c3-SP25) -  September 13, 2021","Yes",""
"2021-09-14 04:55:39 013221790_019_000_0","CHOOSE","","102.26","Ratification Poll for Collateral Engineering Services Core Unit, CES-001 - September 13, 2021","Yes",""
"2021-09-14 04:55:39 013221790_019_000_0","CHOOSE","","102.26","Ratification Poll for Modify Core Unit Budget - Sustainable Ecosystem Scaling (MIP40c3-SP31) - September 13, 2021","Yes",""
"2021-09-06 02:54:59 013169644_232_000_1","VOTE","","102.26","Parameter Changes, September Core Unit Budgets, DssVest Streams - September 3, 2021","",""
"2021-09-06 02:54:59 013169644_232_000_0","MOVE VOTE","","102.26","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-09-02 16:00:00 013147236_000_000","FINAL_CHOICE","","102.26","Lower the Flash Mint Fee (toll) to 0% - August 30, 2021","Yes",""
"2021-09-02 16:00:00 013147236_000_000","FINAL_CHOICE","","102.26","Add RWA007 (SolarX) as a new RWA Vault Type - August 30, 2021","Abstain",""
"2021-08-31 05:33:49 013131499_047_000_0","CHOOSE","","102.26","Add RWA007 (SolarX) as a new RWA Vault Type - August 30, 2021","Abstain",""
"2021-08-31 05:33:49 013131499_047_000_0","CHOOSE","","102.26","Lower the Flash Mint Fee (toll) to 0% - August 30, 2021","Yes",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","102.26","Community Greenlight Poll - CNC1-DROP (CapitalNow Cannabis DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","102.26","Community Greenlight Poll - CGFF-DROP (Cauris Global Fintech Fund DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 16:00:00 013127846_000_000","FINAL_CHOICE","","102.26","Community Greenlight Poll - NCP01-DROP (Nebula Capital Partners DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 05:00:44 013124864_005_000_0","CHOOSE","","102.26","Community Greenlight Poll - NCP01-DROP (Nebula Capital Partners DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 05:00:44 013124864_005_000_0","CHOOSE","","102.26","Community Greenlight Poll - CNC1-DROP (CapitalNow Cannabis DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-30 05:00:44 013124864_005_000_0","CHOOSE","","102.26","Community Greenlight Poll - CGFF-DROP (Cauris Global Fintech Fund DROP) - August 16, 2021","Yes (Greenlight)",""
"2021-08-27 08:30:16 013106436_162_001_1","UP-VOTE","","102.26","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-27 08:30:16 013106436_162_001_0","STAKE","89.80","102.26","","",""
"2021-08-26 05:12:10 013099019_053_001_1","UP-VOTE","","12.45","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-26 05:12:10 013099019_053_001_0","STAKE","3.72","12.45","","",""
"2021-08-25 19:31:25 013096400_017_001_1","UP-VOTE","","8.73","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-25 19:31:25 013096400_017_001_0","STAKE","7.68","8.73","","",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","1.06","Ratification Poll for Declaration of Intent - Onboarding a new collateral type backed by B.Protocol v2 (MIP13c3-SP11) - August 9, 2021","Yes",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","1.06","Ratification Poll for DAI Foundation Core Unit, DAIF-001 - August 9, 2021","Yes",""
"2021-08-23 16:00:00 013082501_000_000","FINAL_CHOICE","","1.06","Ratification Poll for Growth Core Unit MKR Budget, GRO-001 (MIP40c3-SP23) - August 9, 2021","Yes",""
"2021-08-23 05:05:09 013079589_111_000_1","VOTE","","1.06","Vault Onboarding, 6s Updates, and Reducing Vault Liquidation Ratios - August 20, 2021","",""
"2021-08-23 05:05:09 013079589_111_000_0","MOVE VOTE","","1.06","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-19 16:00:00 013056663_000_000","FINAL_CHOICE","","1.06","Reduce Vault Liquidation Ratios - August 16, 2021","Yes",""
"2021-08-19 16:00:00 013056663_000_000","FINAL_CHOICE","","1.06","Onboarding PAX Peg Stability Module - August 16, 2021","Yes",""
"2021-08-18 05:25:53 013047347_237_000_0","CHOOSE","","1.06","Reduce Vault Liquidation Ratios - August 16, 2021","Yes",""
"2021-08-18 05:25:53 013047347_237_000_0","CHOOSE","","1.06","Onboarding PAX Peg Stability Module - August 16, 2021","Yes",""
"2021-08-16 16:00:00 013037178_000_000","FINAL_CHOICE","","1.06","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-12 06:31:59 013008760_291_000_0","CHOOSE","","1.06","Community Greenlight Poll - RWA-120dB (120dB Films) - August 02, 2021","Yes (Greenlight)",""
"2021-08-12 06:31:59 013008760_291_000_0","CHOOSE","","1.06","Ratification Poll for DAI Foundation Core Unit, DAIF-001 - August 9, 2021","Yes",""
"2021-08-12 06:31:59 013008760_291_000_0","CHOOSE","","1.06","Ratification Poll for Declaration of Intent - Onboarding a new collateral type backed by B.Protocol v2 (MIP13c3-SP11) - August 9, 2021","Yes",""
"2021-08-12 06:31:59 013008760_291_000_0","CHOOSE","","1.06","Ratification Poll for Growth Core Unit MKR Budget, GRO-001 (MIP40c3-SP23) - August 9, 2021","Yes",""
"2021-08-12 06:31:59 013008760_283_000_0","VOTE","","1.06","MOMC Proposal, August Core Unit Budgets, Housekeeping - August 6, 2021","",""
"2021-08-02 23:59:18 012949045_126_001_0","STAKE","1.06","1.06","","",""
